Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,log_duration_in min/ms,log_acousticness
6362,More Than We Know,"Aoife O'Donovan, The Milk Carton Kids",46.0,0.619,0.248,1.0,-15.649,0,0.0274,0.844,5.28e-05,0.137,0.289,104.872,3.179116667,4,0,1.4300999005204587,0.6119371251344021
6363,Ratt,Givin' Yourself Away,51.0,0.594,0.752,11.0,-10.661,0,0.0263,0.00847,0.00161,0.0578,0.736,101.582,326000.0,4,10,12.694655727828803,0.00843433082044266
6364,Wayward Sons,Even up the Score,31.0,0.364,0.968,1.0,-2.792,1,0.0547,6.92e-06,0.0655,0.0904,0.626,166.857,185527.0,4,8,12.130961093035046,6.919976056910457e-06
6365,Def Leppard,Love Bites,65.0,0.59,0.743,Unknown,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,346960.0,4,10,12.756967660681713,0.06485097231961633
6366,Earth Dad,Good Dog,23.0,0.699,0.539,1.0,-9.335,0,0.0293,0.834,0.0985,0.0953,0.454,150.018,178400.0,4,9,12.091789104493502,0.606499373834273
6367,ויתרתי,סידורים של מבוגרים,10.0,0.378,0.895,7.0,-3.922,1,0.151,0.00222,0.0154,0.303,0.405,122.225,156813.0,4,6,11.962815668626998,0.002217539440954483
6368,Shalom Hanoch,אומרת לי לעד,15.0,0.423,0.497,7.0,-6.025,1,0.0296,0.108,0.00722,0.118,0.0756,114.629,273360.0,4,10,12.518548544962172,0.10255658832509207
6369,The West Coast Pop Art Experimental Band,Shifting Sands,50.0,0.226,0.585,2.0,-9.965,1,0.0343,0.128,0.0233,0.112,0.655,180.495,234600.0,3,10,12.365641477767022,0.12044615307586716
6370,Razorlight,America,67.0,0.447,0.568,2.0,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933,249760.0,4,6,12.428259739584934,0.25851069515150105
6371,Crowded House,Chocolate Cake,39.0,0.71,0.642,4.0,-11.786,0,0.0366,0.103,0.001565,0.0322,0.772,116.149,242093.0,4,10,12.397081359471583,0.09803374027136541
6372,Greensky Bluegrass,Time > Breathe Reprise >,57.0,0.405,0.756,6.0,-6.361,0,0.0307,0.142,4.03e-05,0.638,0.606,133.379,338240.0,4,10,12.731513938140244,0.13278111123381847
6373,Shlomo Artzi,חוזרים הביתה,41.0,0.601,0.484,11.0,-7.502,0,0.046,0.849,0.001565,0.113,0.447,78.124,218147.0,4,10,12.292929010506063,0.6146449524049877
6374,Nirvana,Negative Creep,57.0,0.37,0.947,2.0,-7.213,1,0.0901,7.97e-06,0.000175,0.0762,0.418,81.744,175745.0,4,10,12.076795049812201,7.969968239718753e-06
6375,Bury Tomorrow,Black Flame - Single Edit,56.0,0.376,0.982,5.0,-3.779,0,0.0625,5.7e-05,5.41e-06,0.16,0.15,148.926,233964.0,4,8,12.362926810503161,5.699837556172837e-05
6376,Mr Eazi,Saudi Arabia,51.0,0.815,0.565,1.0,-10.499,0,0.0902,0.213,0.000239,0.0952,0.705,103.955,119291.0,4,9,11.689329548000146,0.1930966299619131
6377,Delta 5,Mind Your Own Business,47.0,0.871,0.61,7.0,-7.565,1,0.239,0.0307,0.000203,0.0674,0.788,134.507,193373.0,4,1,12.172381416562708,0.030238183060609998
6378,Young the Giant,Superposition,68.0,0.593,0.697,7.0,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170.0,230960.0,4,10,12.350004144081513,0.0028858319784571627
6379,Fred Hersch Trio,Infant Eyes,41.55,0.429,0.118,10.0,-19.942,0,0.039,0.898,0.569,0.298,0.172,112.864,7.621133333,3,7,2.154216553179411,0.640800700187736
6380,Temple Of The Dog,Hunger Strike - 25th Anniversary Mix,60.0,0.384,0.735,7.0,-6.522,1,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,246267.0,4,10,12.41417565280962,0.02488771550777899
6381,Kahbum,Zombie da Spiaggia (feat. Aine & Hyst),31.0,0.703,0.261,1.0,-12.558,1,0.333,0.539,0.000135,0.0678,0.221,96.008,213120.0,4,5,12.269615358515345,0.4311328548567422
6382,The Verve,The Drugs Don't Work,64.0,0.442,0.52,Unknown,-8.648,1,0.0261,0.184,0.0457,0.154,0.177,77.437,304880.0,4,6,12.62767681552137,0.16889853646181394
6383,Delta Spirit,To Ramona,30.0,0.575,0.211,1.0,-10.509,1,0.0332,0.842,0.0457,0.1,0.215,115.109,308419.0,3,6,12.639217769411648,0.6108519378331151
6384,Quarters of Change,Down That Road,32.0,0.587,0.697,Unknown,-8.358,0,0.0364,0.0149,4.11e-06,0.175,0.658,143.969,257000.0,4,6,12.456835254920371,0.01479008547263543
6385,Beyoncé,BLACK PARADE,64.0,0.824,0.555,1.0,-5.817,1,0.05,0.00337,6.42e-06,0.217,0.0611,120.002,281273.0,4,5,12.547084562193419,0.003364334275426228
6386,Duran Duran,Hungry Like the Wolf - 2009 Remaster,73.0,0.691,0.812,Unknown,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627.0,4,10,12.30423330431096,0.04238876649178662
6387,Liam Gallagher,"Wonderwall - Live from Spotify Sessions, Metropolis Studios, London",56.0,0.499,0.548,2.0,-6.858,1,0.0296,0.118,0.001565,0.125,0.281,87.854,198293.0,4,10,12.197506056864048,0.11154137473290741
6388,Fleetwood Mac,Hellhound on My Trail,26.0,0.451,0.061875000000000006,Unknown,-16.082,1,0.0361,0.954,0.00473,0.1,0.266,70.91565,125293.0,4,2,11.738418254661815,0.669878553620591
6389,"Astronauts, etc.",Cherry Plum,42.0,0.667,0.659,4.0,-10.264,0,0.04,0.728,0.249,0.141,0.826,139.947,174857.0,4,6,12.071729494947865,0.5469646703818639
6390,Mike Zito,Death Row,39.0,0.714,0.596,2.0,-8.288,1,0.0288,0.511,0.00718,0.0593,0.665,141.496,247907.0,4,2,12.420812988579629,0.41277168329060254
6391,Viscera,Lamb to the Slaughter,33.0,0.423,0.958,7.0,-5.251,0,0.188,2.46e-05,0.127,0.388,0.174,119.967,230500.0,4,8,12.348010479804223,2.459969742496222e-05
6392,The Strokes,Juicebox,59.0,0.462,0.981,2.0,-2.371,0,0.127,0.00166,0.00894,0.0856,0.547,154.995,194573.0,4,10,12.178567832407984,0.001658623722869518
6393,Babyface Ray,A Million Cash Race,51.0,0.627,0.681,1.0,-4.468,1,0.366,0.0881,0.000101,0.378,0.369,173.143,122916.0,4,5,11.719264609828787,0.08443305597482931
6394,Yola,Rock Me Gently,34.0,0.512,0.459,7.0,-5.632,1,0.0266,0.468,1.13e-06,0.138,0.435,146.93,210283.0,4,1,12.256214277008503,0.38390093019232385
6395,Alvvays,In Undertow,53.0,0.357,0.69,1.0,-2.626,1,0.044,0.000115,0.00167,0.101,0.308,116.91,197187.0,4,6,12.19191286737214,0.00011499338800691462
6396,Idan Amedi,אני רוצה,45.0,0.632,0.499,2.0,-7.975,0,0.0313,0.788,0.0001215,0.199,0.332,105.876,207020.0,4,9,12.24057551637724,0.5810976767513224
6397,Seal,Crazy - Live,30.0,0.524,0.789,2.0,-6.783,1,0.114,0.263,1.65e-05,0.732,0.344,102.958,7.361116667,4,9,2.1235919907842393,0.23348984336835407
6398,Lenny Kravitz,Ride - Edit,49.0,0.513,0.807,1.0,-5.498,1,0.0308,0.0549,2.27e-05,0.0948,0.765,173.367,220311.0,4,10,12.302800002482604,0.05344597570562603
6399,Langhorne Slim,Life Is Confusing,45.0,0.373,0.216,1.0,-11.41,1,0.0326,0.955,0.00105,0.0739,0.496,129.03,171413.0,4,9,12.05183696209021,0.670390193437329
6400,Demob Happy,Succubus,44.0,0.369,0.792,11.0,-4.591,1,0.0494,5.52e-05,0.000577,0.109,0.391,178.193,221747.0,4,10,12.309296880965427,5.5198476536063216e-05
6401,MGMT,Little Dark Age,80.0,0.705,0.712,6.0,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960.0,4,9,12.611407745187606,0.01014833105181515
6402,DPR IAN,No Blueberries,62.0,0.721,0.63,4.0,-6.126,0,0.0409,0.534,0.000101,0.245,0.908,148.045,185107.0,4,5,12.128694717508782,0.42787870294506447
6403,thomTide,madMan,25.0,0.65,0.486,7.0,-9.517,1,0.0522,0.631,0.0001215,0.088,0.262,96.017,119962.0,4,9,11.694938640886354,0.4891933236388768
6404,Cory Hanson,Angeles,31.0,0.487,0.316,6.0,-12.778,0,0.0308,0.713,0.484,0.154,0.195,83.54,301545.0,4,9,12.616677853992615,0.5382462193419828
6405,Malady,Famous Last Words,32.0,0.556,0.865,6.0,-5.694,0,0.0346,0.000337,7.55e-06,0.441,0.413,123.997,210333.0,4,9,12.256452022422325,0.0003369432282543607
6406,The Backyardigans,Into The Thick Of It!,70.0,0.703,0.0828,7.0,-14.178,1,0.139,0.825,1.24e-05,0.13,0.57,125.879,2.64755,4,9,1.2940557093400409,0.6015799870344548
6407,Bayside,Prayers,46.0,0.468,0.928,Unknown,-5.931,0,0.0921,0.000108,3.05e-05,0.171,0.375,112.531,210920.0,3,10,12.259238934767247,0.00010799416841986999
6408,EPMD,Strictly Business,48.0,0.712,0.895,10.0,-4.212,0,0.254,0.181,1.8e-05,0.108,0.727,96.338,285413.0,4,5,12.561696036781122,0.16636153721522523
6409,100 gecs,money machine,70.0,0.68,0.659,6.0,-7.186,1,0.151,0.229,0.0001215,0.474,0.75,98.877,114460.0,4,9,11.647989432601497,0.2062008305838978
6410,Le Tigre,Deceptacon,74.0,0.603,0.864,4.0,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,184627.0,4,9,12.126098268855355,0.05354076692802982
6411,SAFE,Trap Smarter,45.0,0.542,0.339,7.0,-11.49,0,0.477,0.73,0.000101,0.105,0.765,182.089,94892.0,4,5,11.460505220022895,0.5481214085096876
6412,The Killers,Shot At The Night,64.0,0.51,0.802,5.0,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927,242507.0,4,10,12.39878997850625,0.08773611430408677
6413,Sofi Tukker,Swing - Mahmut Orhan Remix,56.0,0.814,0.674,5.0,-6.673,0,0.0494,0.488,0.1,0.102,0.263,118.018,269432.0,3,6,12.504075029888641,0.3974329364109001
6414,Sufjan Stevens,Lamentation I,48.0,0.281,0.0985,Unknown,-19.559,1,0.0385,0.986,0.941,0.114,0.0382,100.903,228676.0,4,6,12.34006580652327,0.6861225656229808
6415,Eviatar Banai,גנב,26.0,0.513,0.853,9.0,-5.187,0,0.0317,0.0269,0.000153,0.0961,0.745,100.049,202427.0,4,10,12.218139546748311,0.026544555222112284
6416,Alan Jackson,Write It In Red,48.0,0.679,0.401,2.0,-13.766,1,0.0275,0.348,0.000534,0.303,0.448,117.993,255148.0,4,1,12.449602967221258,0.2986220124901153
6417,JUBEE,Spotlight (feat. BIM),26.0,0.618,0.888,2.0,-6.312,1,0.0505,0.592,2.11e-05,0.176,0.614,159.934,185438.0,4,9,12.130481265979228,0.46499108742219125
6418,Borito,Nice & Slowly,9.0,0.61,0.832,5.0,-9.514,1,0.0403,0.000294,0.0427,0.0829,0.559,132.972,269938.0,4,6,12.505951286529479,0.0002939567904688606
6419,Bettye LaVette,The High Road,16.0,0.649,0.448,8.0,-7.6,1,0.0278,0.785,0.00192,0.0953,0.36,80.521,269533.0,3,2,12.504449820928473,0.5794184152316023
6420,Tee Grizzley,Never Bend Never Fold,57.0,0.607,0.704,1.0,-4.433,1,0.225,0.0214,0.000101,0.0858,0.338,183.904,150000.0,4,5,11.918397239722838,0.021174235231406484
6421,Megadeth,Paranoid,51.0,0.355,0.973,4.0,-7.004,0,0.071,0.000359,0.154,0.142,0.628,187.385,152600.0,4,8,11.93558195089097,0.0003589355749186083
6422,ZillaKami,BADASS (with Lil Uzi Vert),66.0,0.674,0.838,9.0,-4.808,1,0.49,0.055,0.000101,0.227,0.747,155.014,186218.0,4,5,12.13467867943562,0.05354076692802982
6423,Shocking Blue,Venus,66.0,0.691,0.762,11.0,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,187533.0,4,10,12.141715441287035,0.3798053613275868
6424,No Money Kids,Hush Hush,10.0,0.64,0.873,4.0,-5.221,0,0.0527,0.055,9.86e-05,0.0579,0.699,118.001,176962.0,4,10,12.083695950156132,0.05354076692802982
6425,Curtis J,The Man,42.0,0.876,0.472,1.0,-10.135,1,0.305,0.144,0.000669,0.102,0.59,102.1,162500.0,4,5,11.998439434579149,0.13453089295760615
6426,Babyshambles,Killamangiro,42.0,0.21,0.898,7.0,-4.238,1,0.109,0.0354,0.00224,0.222,0.421,193.7541,193027.0,4,6,12.170590535084475,0.03478782548566393
6427,Drake,Toosie Slide,80.0,0.834,0.454,1.0,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059.0,4,9,12.417386501090805,0.2783890255401883
6428,All Them Witches,Fishbelly 86 Onions,35.0,0.202,0.839,7.0,-8.0,0,0.0845,0.0205,0.0792,0.0935,0.481,72.236,362227.0,4,10,12.800029126799702,0.020292703267762432
6429,Randy Travis,"Forever and Ever, Amen",67.0,0.677,0.724,2.0,-8.992,1,0.0245,0.143,0.000101,0.158,0.697,90.392,3.544,4,4,1.5138076814188504,0.13365638481267358
6430,Lata Mangeshkar,Chocolate Lime Juice,34.0,0.701,0.626,4.0,-14.658,1,0.0385,0.478,0.000413,0.258,0.848,126.016,4.458883333,4,3,1.6972442510746357,0.39068982252601003
6431,Rodney Atkins,Watching You,68.0,0.625,0.848,2.0,-4.008,1,0.0314,0.105,5.335e-05,0.23,0.716,137.993,3.923783333,4,4,1.5940772051201242,0.09984533496971613
6432,Thumbs,Lucy Dacus,44.0,0.474,0.0964,7.0,-15.87,0,0.0406,0.961,0.00124,0.134,0.272,97.595,4.424,4,0,1.6908335506380945,0.6734545472142093
6433,Machine Gun Kelly,my ex's best friend (with blackbear),85.0,0.731,0.675,5.0,-5.134,0,0.0434,0.00473,0.0001215,0.141,0.298,124.939,139461.0,4,9,11.845547441701855,0.00471884869994066
6434,Aviv Geffen,עם הזמן,20.0,0.377,0.477,9.0,-8.095,0,0.0303,0.831,4.79e-05,0.108,0.234,117.667,226440.0,3,10,12.330239704321732,0.6048622656923737
6435,Shadeemus,Butterflies,28.0,0.621,0.608,10.0,-8.82,0,0.0245,0.593,5.15e-05,0.116,0.311,90.046,220000.0,4,6,12.301387370778713,0.46561903092791146
6436,George Harrison,My Sweet Lord,23.15,0.538,0.704,1.0,-8.904,0,0.0332,0.0794,0.00124,0.0867,0.583,120.963,4.68711667,4,0,1.7382033833243569,0.07640533120240538
6437,Idan Rafael Haviv,נשמה שלי,53.0,0.601,0.444,1.0,-9.058,0,0.0305,0.423,2.06e-06,0.0968,0.304,82.004,220053.0,4,9,12.301628249760915,0.3527673191077153
6438,Echo Collective,The See Within,9.0,0.306,0.0632,4.0,-22.75185,0,0.0363,0.917,0.895,0.105,0.0308,101.071,2.89095,1,7,1.3586533437528003,0.6507614640635074
6439,Chris Stapleton,You Should Probably Leave,76.0,0.602,0.477,9.0,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493.0,4,1,12.271364008211421,0.2374408560150342
6440,Homeschool,Smartest Man (feat. Samia),40.0,0.581,0.576,1.0,-6.938,1,0.0276,0.207,1.74e-05,0.109,0.526,77.001,221760.0,4,6,12.309355504353018,0.18813794211539445
6441,The Undertones,Teenage Kicks,61.0,0.415,0.782,2.0,-6.745,1,0.0461,0.0011,0.008995,0.14,0.564,135.029,148480.0,4,1,11.90821228291114,0.0010993954433009636
6442,Gogi 93,Private Cloud,30.0,0.48,0.648,5.0,-8.182,0,0.0381,0.595,0.962,0.679,0.214,175.749,192013.0,4,6,12.165323565018294,0.4668737362368079
6443,Abiotic,Emerald,32.0,0.317,0.94,5.0,-9.713,1,0.142,0.000699,0.84,0.391,0.0754,112.506,285000.0,3,8,12.560247968016562,0.0006987558132843835
6444,Sick Puppies,Gunfight,61.0,0.386,0.812,Unknown,-5.435,1,0.054,7.19e-05,0.00036,0.0809,0.508,173.102,175720.0,4,10,12.076652788945365,7.189741531889164e-05
6445,Unghetto Mathieu,Plastic,68.0,0.626,0.734,1.0,-3.96,0,0.331,0.023,0.0001215,0.285,0.692,130.427,181015.0,4,9,12.106340704131163,0.022739486969489426
6446,Madge,Fight or Flight Club,41.0,0.518,0.873,8.0,-6.557,1,0.2,0.011,0.151,0.105,0.639,150.029,151117.0,4,6,11.925816267572197,0.010939940038334362
6447,Nati Hassid,כספומט,13.0,0.856,0.679,5.0,-5.862,0,0.0859,0.454,0.000101,0.284,0.901,102.008,211176.0,4,5,12.260451923368892,0.37431837911132765
6448,Mickey Gilley,Stand By Me - Single Version,50.0,0.666,0.42,4.0,-12.28,1,0.0255,0.699,0.0511,0.142,0.34,90.794,3.582066667,4,4,1.522150133685387,0.530039842689795
6449,Nathaniel Rateliff & The Night Sweats,You Worry Me,64.0,0.666,0.646,2.0,-7.722,1,0.0268,0.124,0.286,0.095,0.664,100.05,214160.0,4,10,12.274483347589385,0.11689375147149933
6450,The Highwomen,Highwomen,58.0,0.554,0.47,8.0,-6.604,0,0.0548,0.77,2.6e-06,0.106,0.346,95.598,212480.0,4,9,12.266607851584432,0.5709795465857378
6451,Cream,Crossroads - Live,57.0,0.391,0.756,7.0,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,258467.0,4,10,12.462527174165356,0.34571510370239034
6452,CLEWS,Crushed,31.0,0.545,0.78,5.0,-4.975,0,0.0896,0.00753,5.95e-05,0.0817,0.477,126.014,220129.0,4,1,12.301973559907378,0.007501791070322576
6453,White Denim,Holda You (I'm Psycho),25.0,0.381,0.868,Unknown,-5.885,1,0.183,0.00429,0.00877,0.259,0.499,110.727,239507.0,4,1,12.386342098197998,0.004280824183474855
6454,THE SCOTTS,THE SCOTTS,82.0,0.716,0.537,Unknown,-7.648,0,0.0514,0.233,0.000101,0.157,0.28,129.979,165978.0,4,5,12.019616553312021,0.20945022418220727
6455,George Jones,The Grand Tour,50.0,0.458,0.275,10.0,-11.498,1,0.0261,0.944,0.0194,0.271,0.449,88.718,3.122883333,4,4,1.4165527566957374,0.6647477060382473
6456,Wig Wam,Kilimanjaro,33.0,0.448,0.585,1.0,-12.226,1,0.0284,0.000604,0.546,0.0632,0.399,84.994,235727.0,4,8,12.370433876947136,0.0006038176654163648
6457,Regev Hod,"אחי, אל תלך לי",38.0,0.612,0.529,4.0,-5.317,0,0.0294,0.22,0.0001215,0.341,0.3,139.979,273661.0,4,9,12.51964904724591,0.1988508587451652
6458,Arik Einstein,אדון שוקו,42.0,0.765,0.533,2.0,-13.167,1,0.029,0.496,6.67e-05,0.114,0.756,104.873,211000.0,4,10,12.259618151783465,0.4027948795522855
6459,Shalom Hanoch,על שפת הנחל הזורם,15.0,0.206,0.0758,4.0,-22.17,1,0.0407,0.882,7.79e-05,0.191,0.346,82.356,226280.0,1,10,12.329532868750844,0.6323350411631878
6460,Paulo Mendonca,Just in case,37.0,0.536,0.969,6.0,-2.62,0,0.0915,0.43,1.26e-06,0.082,0.805,84.881,239575.0,4,2,12.386625973261479,0.35767444427181594
6461,Pink Floyd,"Another Brick in the Wall, Pt. 2",76.0,0.694,0.394,Unknown,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747.0,4,10,12.383163881344538,0.07520023256293519
6462,Welshly Arms,save me from the monster in my head,42.0,0.649,0.672,Unknown,-6.191,1,0.0552,0.0092,0.001565,0.0757,0.305,123.004,192976.0,4,10,12.17032628980114,0.009157937784765629
6463,Satellite and the Harpoonist,Satellite Man,20.0,0.556,0.473,10.0,-11.486,0,0.0911,0.347,0.00404,0.0979,0.739,127.409,180433.0,4,2,12.103120338918927,0.2978798974282269
6464,DJ Eq,Ultra 45 - Original Mix,29.0,0.9010499999999992,0.78,8.0,-6.255,1,0.377,0.0171,0.118,0.152,0.656,124.818,292788.0,4,6,12.587207492057576,0.016955440649413473
6465,Britney Spears,From the Bottom of My Broken Heart,55.0,0.677,0.665,7.0,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981,5.208883333,4,9,1.825981062223938,0.44468582126144574
6466,Ed Sheeran,Afterglow,81.0,0.641,0.324,11.0,-5.851,1,0.0299,0.698,0.00124,0.328,0.273,110.184,3.09145,4,0,1.4088994304535838,0.5294510878891555
6467,UPSAHL,Douchebag,57.0,0.685,0.697,7.0,-5.511,1,0.067,0.166,0.001565,0.129,0.65,86.019,142667.0,4,10,11.868275531646544,0.15357908792830066
6468,Frameworks,Cusp - Edit,39.0,0.733,0.726,5.0,-9.894,0,0.0366,0.278,0.83,0.173,0.0823,117.991,249080.0,4,9,12.425533423752698,0.24529635595534308
6469,STACEY,Far Away,40.79,0.311,0.588,11.0,-8.227,1,0.0334,0.224,0.000111,0.0784,0.281,90.002,242017.0,3,6,12.396767382538046,0.20212418409013436
6470,The Verve,Slide Away - 2016 Remastered,41.0,0.306,0.635,2.0,-7.566,1,0.032,0.017,0.323,0.0769,0.221,150.1,243453.0,4,6,12.402683291954405,0.016857117066422903
6471,Kansas,Carry on Wayward Son,76.0,0.482,0.786,7.0,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000.0,4,10,12.685410698175234,0.003204858948911363
6472,Angels & Airwaves,The Adventure,51.0,0.543,0.878,11.0,-5.994,1,0.0472,0.0485,0.00101,0.125,0.189,144.157,312533.0,4,10,12.652468542240303,0.04736057135983759
6473,Tim McGraw,Just To See You Smile,66.0,0.492,0.823,6.0,-8.526,1,0.0297,0.127,5.335e-05,0.0523,0.702,94.342,3.586216667,4,4,1.5230554286315068,0.11955923505763925
6474,Joy Oladokun,jordan,50.0,0.364,0.316,4.0,-9.381,1,0.0307,0.51,3.93e-06,0.0956,0.209,143.888,241197.0,3,9,12.393373451926825,0.412109650826833
6475,3TEETH,PRESIDENT X,37.0,0.484,0.957,1.0,-5.411,1,0.108,8.33e-06,0.216,0.126,0.158,101.052,220587.0,4,8,12.304051987223142,8.329965305742669e-06
6476,Dexta Daps,Scripture,53.0,0.74,0.69,7.0,-6.242,1,0.163,0.264,3.68e-06,0.16,0.449,110.009,193280.0,4,5,12.171900367556262,0.2342812957246657
6477,Johnny Adams,This Time I'm Gone For Good,29.0,0.418,0.387,5.0,-11.79,0,0.0634,0.216,0.0127,0.142,0.361,193.7541,280360.0,3,2,12.54383333745053,0.19556678354397528
6478,CABAL,Innocent Blood (feat. Jason Evans),34.0,0.547,0.955,Unknown,-6.288,1,0.122,7.57e-06,0.949,0.395,0.303,119.998,230625.0,4,8,12.348552629810888,7.569971347694599e-06
6479,The Parlor Mob,Everything You're Breathing For,50.0,0.557,0.815,Unknown,-5.402,1,0.0328,0.000969,0.00188,0.0932,0.445,88.929,226853.0,4,10,12.332061917733656,0.0009685308225641619
6480,The Hoosiers,Goodbye Mr A,60.0,0.468,0.841,4.0,-3.263,1,0.0294,0.085,0.00195,0.187,0.574,185.966,266813.0,4,6,12.494307065410025,0.08157998699242289
6481,Britney Spears,Born to Make You Happy,60.0,0.633,0.922,11.0,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,4.058883333,4,9,1.6211457737669515,0.1097508639591192
6482,The Black Dahlia Murder,Verminous,44.0,0.503,0.943,1.0,-7.368,1,0.156,2.77e-05,0.86,0.806,0.199,115.02,229808.0,4,8,12.345003808120746,2.7699616362084496e-05
6483,The Alchemist,TV Dinners (feat. Boldy James & Sideshow),58.0,0.552,0.585,11.0,-9.332,1,0.105,0.665,0.000101,0.192,0.538,89.135,177373.0,4,5,12.086015776673372,0.5098251234324072
6484,The Avalanches,Frontier Psychiatrist,36.0,0.712,0.908,6.0,-7.414,1,0.221,0.128,0.000167,0.383,0.408,98.946,288027.0,4,1,12.570812976614532,0.12044615307586716
6485,Backstreet Boys,Everyone,43.0,0.685,0.963,10.0,-2.675,1,0.0336,0.0254,6.65e-06,0.33,0.916,110.025,3.492883333,4,9,1.5024946633587246,0.025082780367463156
6486,Haim Moshe,אהבת חיי,32.0,0.764,0.359,4.0,-14.234,0,0.0526,0.26,4.29e-06,0.112,0.953,154.763,263693.0,4,9,12.482544618953966,0.23111172096338664
6487,Chris Robinson Brotherhood,Let It Bleed - Live,18.0,0.456,0.638,Unknown,-8.753,1,0.0326,0.448,0.0037,0.713,0.754,110.024,453707.0,4,10,13.025209098293601,0.3701832939635247
6488,The Strangeloves,I Want Candy,41.0,0.669,0.848,8.0,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,177507.0,4,1,12.086770957304502,0.026934001240080944
6489,Roy Orbison,"Oh, Pretty Woman",74.0,0.619,0.603,9.0,-9.481,1,0.0342,0.712,0.001565,0.0721,0.958,127.433,178933.0,4,10,12.094772301746973,0.5376622777195503
6490,King Gizzard & The Lizard Wizard,Automation,50.0,0.375,0.661,6.0,-7.113,0,0.0362,2.29e-05,0.0135,0.23,0.512,91.611,209804.0,4,10,12.253933806881514,2.2899737799002928e-05
6491,Stone Sour,30/30-150,5.0,0.512,0.919,4.0,-4.581,1,0.0894,4.03e-05,0.000629,0.0899,0.602,163.044,258067.0,4,8,12.460978395067839,4.029918797681628e-05
6492,The Smashing Pumpkins,Rocket - Remastered,44.0,0.202,0.665,Unknown,-9.097,1,0.0342,2.8e-06,0.928,0.0723,0.36,88.925,246413.0,4,10,12.414768327209229,2.7999960800073176e-06
6493,Westlife,Queen of My Heart - Radio Edit,54.64,0.517,0.486,11.0,-6.274,1,0.0267,0.143,0.0001215,0.143,0.28,109.024,4.323333333,3,9,1.672099673496194,0.13365638481267358
6494,Duffy Power,I Don't Care,28.0,0.576,0.57,7.0,-7.994,1,0.0671,0.665,0.000663,0.095,0.92,117.843,162360.0,3,2,11.997577530086367,0.5098251234324072
6495,"Patsy Cline, The Jordanaires",I Fall To Pieces - Single Version,62.0,0.54,0.061875000000000006,10.0,-20.508,1,0.0351,0.917,1.01e-06,0.12,0.506,111.791,2.85555,4,4,1.3495136686933658,0.6507614640635074
6496,Alfie Templeman,Things I Thought Were Mine,60.0,0.888,0.54,1.0,-6.071,0,0.134,0.348,0.309,0.0821,0.806,99.992,193165.0,4,9,12.1713052018368,0.2986220124901153
6497,OneRepublic,Wherever I Go,62.0,0.552,0.689,10.0,-6.444,0,0.0425,0.0915,0.001565,0.27,0.349,99.961,169773.0,4,10,12.042223419815919,0.08755289700786152
6498,Mel McDaniel,Louisiana Saturday Night,66.0,0.686,0.622,2.0,-7.31,1,0.0857,0.532,5.335e-05,0.0511,0.982,163.245,2.403116667,4,4,1.224691678504418,0.4265740713183996
6499,Mars Today,Cool It,40.0,0.661,0.503,9.0,-6.574,0,0.208,0.661,0.00103,0.235,0.799,78.953,222402.0,4,6,12.312246330476219,0.5074198306311578
6500,The Selecter,On my Radio,48.0,0.783,0.706,7.0,-7.544,1,0.0434,0.0493,0.0617,0.158,0.96,141.021,185199.0,4,6,12.129191601194217,0.048123275181728264
6501,Harry Styles,Sign of the Times,82.0,0.516,0.595,5.0,-4.63,1,0.0313,0.0275,0.001565,0.109,0.222,119.972,340707.0,4,10,12.73878108444177,0.02712866738825262
