Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log,GrLivArea_log,TotalBsmtSF_log,LotArea_log,HouseAge,RemodAge,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,CentralAir_Y,TotalSF,OverallQual_GrLivArea,BathPerRoom,GarageQuality,FireplacesPerSF,FrontageRatio
630,80,82.0,9020,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,6,5,1964,1964,WdShngl,BrkFace,259.0,2.0,TA,TA,TA,Gd,GLQ,624,Rec,336,288,1248,GasA,2.0,SBrkr,0.7660481834391349,0,0,1350,1,0,1,1,3,1,2.0,6,Typ,0,None,1964.0,2,0.3399012375795251,TA,TA,Y,176,0,0,0,0,0,None,GdPrv,None,0,6,2008,168500,12.034696963475044,7.208600337960199,7.130098510125578,9.107310471656639,44,44,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1248.7660481834391,8100,0.2857142857142857,0.0002515923298146004,0.0,0.00908990134131471
631,70,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,5,6,1880,1991,CompShg,None,0.0,2.0,TA,Fa,Fa,No,Unf,0,Unf,0,636,636,GasA,2.0,FuseA,-0.09324550002473864,661,0,1750,0,0,1,0,3,1,4.0,8,Typ,0,None,1937.0,1,-1.1132202593169886,Fa,Po,N,0,0,293,0,0,0,None,MnPrv,None,0,6,2006,124000,11.728044909070785,7.467942332285852,6.456769655572163,9.105090961257085,126,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1296.9067544999752,8750,0.1111111111111111,-0.0006357625695699535,0.0,0.005554938340184424
632,120,34.0,4590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2006,2006,CompShg,Stone,108.0,3.0,TA,Gd,Gd,Mn,GLQ,24,Unf,0,1530,1554,GasA,4.0,SBrkr,1.4376800279856108,0,0,1554,0,0,2,0,2,1,3.0,6,Typ,1,Gd,2006.0,2,0.8952012381792643,TA,TA,Y,156,73,0,0,0,0,None,None,None,0,8,2007,209500,12.252483791602627,7.349230824613334,7.349230824613334,8.431853144249223,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1555.4376800279856,12432,0.2857142857142857,0.000575692114584736,0.0006424927980296772,0.007405793944674363
633,20,85.0,11900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,1977,1977,CompShg,BrkFace,209.0,2.0,Gd,TA,TA,No,ALQ,822,Unf,0,564,1386,GasA,2.0,SBrkr,0.966879274210385,0,0,1411,0,0,2,0,3,1,2.0,6,Typ,1,TA,1977.0,2,0.4644545087420835,TA,TA,Y,192,0,0,0,0,0,None,None,None,0,4,2009,82500,11.320565693461432,7.252762418053187,7.234898420314831,9.38437770918244,32,32,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1386.9668792742104,9877,0.2857142857142857,0.00032893378806096566,0.0007204782872937973,0.00714225695319721
634,20,80.0,9250,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,5,7,1954,2005,CompShg,None,0.0,2.0,TA,TA,TA,No,BLQ,480,LwQ,468,108,1056,GasA,2.0,SBrkr,-0.20189182781902149,0,0,1056,0,1,1,0,3,1,2.0,6,Typ,0,None,1954.0,1,-1.0094258666815235,TA,TA,Y,390,0,0,0,0,0,None,None,None,0,7,2007,139400,11.845109950883979,6.963189985870238,6.963189985870238,9.132486932771318,53,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1055.798108172181,5280,0.14285714285714285,-0.0009549913592067393,0.0,0.008647713760674521
635,90,64.0,6979,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,5,1980,1980,CompShg,None,0.0,2.0,TA,TA,TA,No,GLQ,1056,Unf,0,0,1056,GasA,3.0,SBrkr,-0.20189182781902149,0,0,1056,2,0,0,0,0,2,2.0,4,Typ,0,None,1980.0,2,0.630525536958828,TA,TA,Y,264,56,0,0,0,0,None,GdPrv,Shed,600,6,2010,144000,11.87757552297847,6.963189985870238,6.963189985870238,8.850804195756417,30,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1055.798108172181,6336,0.0,0.0005965236868106224,0.0,0.009169054441260744
637,30,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2,3,1936,1950,CompShg,None,0.0,1.0,Fa,TA,Fa,No,Unf,0,Unf,0,264,264,Grav,1.0,FuseA,-1.0447239464655795,0,0,800,0,0,1,0,1,1,1.0,4,Maj1,1,Po,1939.252,0,-2.358752970942572,None,None,N,0,0,0,0,0,0,None,None,None,0,1,2009,60000,11.002116507732017,6.68586094706836,5.579729825986222,8.71948076085107,73,59,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,262.9552760535344,1600,0.2,-0.0029447602633490286,0.0037885205969407625,0.008331971900016338
638,190,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,4,1954,1954,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,811,811,GasA,2.0,FuseA,-1.0085085038674853,576,0,1387,0,0,2,0,3,2,3.0,7,Typ,0,None,1954.0,1,-1.0301847452086166,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2009,93000,11.440365524765756,7.23561914106675,6.699500340161678,8.699681400989514,55,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,1385.9914914961325,6935,0.25,-0.000742208029689205,0.0,0.008331944675887352
639,30,67.0,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,5,7,1910,1950,CompShg,None,0.0,2.0,TA,Fa,TA,No,Unf,0,Unf,0,796,796,GasA,3.0,FuseA,-1.057893198319432,0,0,796,0,0,1,0,2,1,2.0,4,Typ,0,None,1921.3,0,-2.358752970942572,None,None,P,328,0,164,0,0,0,None,MnPrv,None,0,5,2008,85000,11.350418300109132,6.680854678790215,6.680854678790215,9.080003870248179,98,58,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,794.9421068016806,3980,0.2,-0.002959539486753541,0.0,0.0076327181590339485
640,120,53.0,3982,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2006,2006,CompShg,None,0.0,3.0,TA,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,GasA,4.0,SBrkr,1.4804800965106313,0,0,1567,1,0,2,0,1,1,4.0,7,Typ,1,Gd,2006.0,3,1.0041853504465028,TA,TA,Y,312,0,0,0,0,0,None,None,None,0,10,2006,264561,12.485830907348902,7.357556200910353,7.327123292259293,8.289790583181643,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1521.4804800965105,12536,0.25,0.0006404243306419023,0.0006568228710141556,0.013306552849610846
641,120,62.0,12677,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2003,2004,CompShg,BrkFace,472.0,4.0,TA,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518,GasA,4.0,SBrkr,1.3191567613009385,0,0,1518,0,0,1,1,1,1,4.0,6,Typ,1,Gd,2003.0,2,0.6928021725401071,TA,TA,Y,185,140,0,0,0,0,None,None,None,0,4,2008,274000,12.520887034998584,7.325807502595773,7.325807502595773,9.447623486844112,5,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1519.319156761301,12144,0.2857142857142857,0.00045609096283088027,0.0006577566266613885,0.004890361255718567
642,60,64.32666666666667,7050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2001,2001,CompShg,None,0.0,3.0,TA,Gd,TA,No,GLQ,738,Unf,0,319,1057,GasA,4.0,SBrkr,-0.19859951485555838,872,0,1929,1,0,2,1,3,1,3.0,7,Typ,1,TA,2001.0,2,1.0145647897100494,TA,TA,Y,0,235,0,0,0,0,None,None,None,0,5,2007,226000,12.328294703023394,7.5652752818989315,6.964135612418245,8.860924729719041,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1928.8014004851445,13503,0.375,0.0005256812381917354,0.0005181880372501563,0.009123055831324162
644,60,80.0,10793,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,5,5,1969,1969,CompShg,BrkFace,263.0,2.0,TA,TA,TA,No,Rec,493,BLQ,287,0,780,GasA,4.0,SBrkr,-1.1105702057348419,840,0,1620,0,0,2,1,4,1,2.0,7,Min1,0,None,1969.0,2,0.038897498936675844,TA,TA,Y,208,0,0,0,0,0,None,GdWo,None,0,4,2007,152000,11.931642378754141,7.390798521735676,6.660575149839686,9.286745703178589,38,38,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1618.8894297942652,8100,0.375,2.3995989473581642e-05,0.0,0.007411524921252547
646,20,77.80666666666667,10530,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,6,5,1971,1971,CompShg,None,0.0,2.0,TA,TA,TA,No,ALQ,282,LwQ,35,664,981,GasA,2.0,SBrkr,-0.44881530007875525,0,0,981,1,0,1,1,3,1,2.0,5,Typ,0,None,1979.0,2,0.630525536958828,TA,TA,Y,0,312,40,0,0,0,None,None,None,0,3,2007,143250,11.872353615355413,6.889591308354466,6.889591308354466,9.262078567380597,36,36,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,980.5511846999212,5886,0.3333333333333333,0.0006420830315263014,0.0,0.007388345519577122
648,20,85.0,10452,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,5,1953,1953,CompShg,Stone,216.0,2.0,TA,TA,TA,Mn,Rec,500,Unf,0,594,1094,GasA,4.0,SBrkr,-0.07678393520742305,0,0,1094,0,0,1,0,3,1,2.0,5,Typ,2,Gd,1953.0,2,0.21015824678519354,TA,TA,Y,0,0,0,0,287,0,None,None,None,0,6,2008,155000,11.951186847493476,6.9985096422506015,6.9985096422506015,9.254644297532707,55,55,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1093.9232160647925,6564,0.16666666666666666,0.00019192533952985713,0.0018266121045346884,0.008131636850664882
649,60,70.0,7700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,6,5,1966,1966,CompShg,BrkFace,351.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,756,756,GasA,2.0,SBrkr,-0.21835339263633707,788,0,1839,0,0,1,1,4,1,2.0,7,Typ,1,TA,1966.0,2,-0.06489689369878943,TA,TA,Y,0,124,216,0,0,0,None,None,None,0,6,2010,155000,11.951186847493476,7.517520850603031,6.6293632534374485,8.94910546953925,44,44,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1543.7816466073637,11034,0.25,-3.527005092325512e-05,0.0006473406789860506,0.009089728606674457
651,60,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,6,2007,2007,CompShg,None,0.0,3.0,TA,Gd,TA,No,Unf,0,Unf,0,813,813,GasA,4.0,SBrkr,-0.9722930612693909,843,0,1665,0,0,2,1,3,1,3.0,7,Typ,0,None,2007.0,2,0.5578694621140022,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,205950,12.235393555399902,7.418180822726788,6.70196036600254,9.002824076547672,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1655.0277069387307,11655,0.375,0.0003348556195162078,0.0,0.007999015505783904
652,70,60.0,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,4,5,1940,1950,CompShg,None,0.0,2.0,TA,TA,TA,Mn,Unf,0,Unf,0,755,755,GasA,2.0,SBrkr,-1.1928780298214197,755,0,1510,1,0,1,0,4,1,2.0,7,Typ,1,Gd,1940.0,1,-0.822595959937686,Fa,Po,P,120,0,0,0,0,0,None,MnPrv,None,0,10,2009,108000,11.58989576532275,7.32052696227274,6.628041376179533,9.114379980830272,69,59,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1508.8071219701787,6040,0.125,-0.0005444050032678266,0.0006623362583527088,0.006604292790313704
653,60,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,1996,1996,CompShg,None,0.0,3.0,TA,Gd,TA,No,Unf,0,Unf,0,880,880,GasA,4.0,SBrkr,-0.6858618334480997,807,0,1716,0,0,2,1,2,1,3.0,7,Typ,1,TA,1996.0,2,0.29838348052533903,TA,TA,Y,0,120,0,0,0,0,None,None,None,0,7,2009,191000,12.160033942617156,7.448333860897476,6.78105762593618,9.076923258535832,13,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1686.3141381665519,12012,0.375,0.00017378187566997031,0.0005926578681350987,0.00799908581876357
654,50,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,7,1906,1995,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,756,756,GasA,4.0,SBrkr,-1.1895857168579567,713,0,1469,0,0,1,0,3,1,2.0,7,Typ,0,None,1906.0,1,-1.237773530479547,TA,TA,Y,57,0,239,0,0,0,None,MnPrv,None,0,6,2008,135000,11.813037464800539,7.293017679772782,6.6293632534374485,9.241935933565934,102,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1467.810414283142,8814,0.125,-0.000842022809850032,0.0,0.005813390175370603
657,20,72.0,10007,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,7,1959,2006,CompShg,BrkFace,54.0,3.0,TA,TA,TA,No,ALQ,806,Unf,0,247,1053,GasA,4.0,SBrkr,-0.21176876670941086,0,0,1053,1,0,1,1,3,1,3.0,5,Typ,0,None,1959.0,1,-0.7395604458293137,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2008,145500,11.8879382384223,6.960347729101308,6.960347729101308,9.211140052146748,49,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1052.7882312332906,5265,0.3333333333333333,-0.0007016702522099751,0.0,0.007194244604316547
658,70,60.0,7200,Pave,None,Reg,HLS,AllPub,Inside,Mod,Norm,Norm,7,6,1931,2000,CompShg,None,0.0,2.0,Fa,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,2.0,SBrkr,-0.8768159853289604,651,0,1502,0,0,1,1,3,1,2.0,6,Typ,1,Gd,1931.0,1,-0.9575286703637909,TA,TA,P,0,0,112,0,0,0,None,MnPrv,None,0,2,2008,149000,11.91170829631447,7.315218389752975,6.655440350367647,8.881975184248867,77,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1426.123184014671,10514,0.2857142857142857,-0.0006370782903285368,0.0007007103599752884,0.008332176086654632
659,50,78.0,17503,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,6,5,1948,1950,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,912,912,GasA,2.0,SBrkr,-0.6759848945577104,546,0,1458,0,1,1,0,3,1,2.0,6,Typ,1,Gd,1948.0,1,-0.6461454924573949,TA,TA,Y,192,0,0,0,0,0,None,None,None,0,1,2010,97500,11.487617913343598,7.285506548522785,6.816735880594968,9.770184705221707,62,60,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1457.3240151054424,8748,0.14285714285714285,-0.00044286874054653524,0.0006857186672110698,0.004456124314442413
660,20,75.0,9937,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,5,7,1964,1999,CompShg,None,0.0,2.0,Gd,TA,TA,No,BLQ,637,Unf,0,849,1486,GasA,4.0,SBrkr,1.2138027464701189,0,0,1486,1,0,1,0,3,1,2.0,7,Typ,0,None,1968.0,2,0.1323124523085946,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,3,2009,167000,12.025755079404917,7.304515946460155,7.304515946460155,9.204121072162266,45,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1487.21380274647,7430,0.125,8.897945683160362e-05,0.0,0.007546790098611391
661,60,84.88666666666667,12384,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,7,7,1976,1976,CompShg,BrkFace,233.0,2.0,TA,Gd,TA,No,Unf,0,Unf,0,793,793,GasA,2.0,SBrkr,0.08124708703880656,793,0,1935,0,0,2,1,3,1,2.0,7,Typ,1,TA,1976.0,2,0.4955928265327231,TA,TA,Y,0,113,252,0,0,0,None,None,None,0,11,2007,197900,12.19552218463499,7.568379267836522,6.677083461247136,9.42424134192346,31,31,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1586.0812470870387,13545,0.375,0.0002559880302338446,0.0006300874651725742,0.006853990041717131
